GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,GEM Entity ID,Owners (Non-ENG),Parent Company,GEM Entity ID,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M0636,,India,Tadicherla Coal Mine,Tadicherla -1 Block,,,https://www.gem.wiki/Tadicherla_Mines,,Operating,,,,Telangana State Power Generation Corporation Ltd [100%],E100001000574 [100%],,Telangana State Power Generation Corporation Ltd [100.0%],E100001000574 [100.0%],India,*,2.5,2023,,Surface,Open Pit,9.06,50,Estimate,584,Estimate,Subbituminous,Thermal,,,,,48,,-,19,,,20,,Godavari,Tadicherla,Karimnagar,Telangana,Southern Asia,Asia,18.52376,79.74968,Exact,Coal Plant,Kakatiya Power Station,https://www.gem.wiki/Kakatiya_Power_Station,,,,,,,,3,0.00,0.8,1.5,0.2,0.1,356
M0637,,India,Tadkeshwar Lignite Mine,,,,https://www.gem.wiki/Tadkeshwar_Lignite_Mine,,Operating,,,,Gujarat Mineral Development Co Ltd [100%],E100001000669 [100%],,Gujarat Mineral Development Co Ltd [100.0%],E100001000669 [100.0%],India,*,0.03,2023,,Surface,Open Pit,9.64,50,Estimate,266,Estimate,Lignite,Thermal,,,,,8,,49,267,,,-,,Surat,,,Gujarat,Southern Asia,Asia,21.35716,73.06986,Exact,,,,,,,,,,,0,0.00,0.8,1.5,0,0,356
M0638,,India,Takli-Jena-Bellora (North & South) Coal Mines,Coal Auction,,,https://www.gem.wiki/Takli-Jena-Bellora_(North_%26_South)_coal_mines,,Operating,,New,,Aurobindo Reality and Infrastructure [100%],E100002009263 [100%],,natural person(s); RPR Sons Advisors Pvt Ltd; Aegle Cherry LLC [17.7%],E100000123261; E100002009264; E100002009265 [17.7%],India,1.2,*,,,Underground & Surface,Mixed,9.36,60,Estimate,483,Estimate,Lignite,Thermal,,,,,38,,112,63,2024,,34,,Wardha Valley,Belora,Chandrapur,Maharashtra,Southern Asia,Asia,20.18073,79.08329,Exact,,,,,,,,,,,1.6,0.00,0.9,1.5,0.1,0,356
M0640,,India,Talaipalli Coal Mine,,,,https://www.gem.wiki/Talaipalli_coal_mine,,Operating,,,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd [100.0%],E100000001926 [100.0%],India,,7.22,2023,,Underground & Surface,Mixed,23.49,60,Estimate,2087,Estimate,Subbituminous,Thermal,,,,,844,,1401,117,2019,,52,,Mand-Raigarh,Gharghoda,Raigarh,Chhattisgarh,Southern Asia,Asia,22.17758,83.3552,Exact,Coal Plant,Lara Integrated Thermal Power Project,https://www.gem.wiki/Lara_Integrated_Thermal_Power_Project,,,,,,,,9.7,0.01,0.9,1.5,0.5,0.2,356
M0641,,India,Tara (East & West) Coal Mine,,,,https://www.gem.wiki/Tara_(East_%26_West)_coal_mine,,Operating,,New,,West Bengal Power Development Corp Ltd [100%],E100001000512 [100%],,The West Bengal Power Development Corporation Ltd [100.0%],E100001000512 [100.0%],India,3,*,,,Surface,Open Pit,18,50,Estimate,520,Estimate,Subbituminous,Thermal,,,,,18,,-,,2023,,-,,Raniganj,,Burdwan,West Bengal,Southern Asia,Asia,23.45338,87.23919,Approximate,,,,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M0642,,India,Tetariakhar Coal Mine,Rajhara Area,,,https://www.gem.wiki/Tetariakhar_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.9,1.03,2023,,Surface,Open Pit,2.08,50,Estimate,378,Estimate,Subbituminous,Thermal,,,,,17,2019,-,17,,,11,2019,,,,Jharkhand,Southern Asia,Asia,23.70877,84.98655,Exact,,,,,,,,,,,1.2,0.00,0.8,1.5,0.1,0,356
M0643,,India,Tokisud North Coal Mine,,,,https://www.gem.wiki/Tokisud_North_coal_mine,,Proposed,Pre-Permit,New,,NMDC Ltd [100%],E100001000686 [100%],,National Mineral Development Corp Ltd [100.0%],E100001000686 [100.0%],India,1.7,*,,,Surface,Open Pit,5.85,220,Exact,,,Lignite,Thermal,,,,,52,,103,5,,,-,,South Karanpura,Tokisud,Hazaribagh,Jharkhand,Southern Asia,Asia,23.701,85.231,Approximate,Coal Plant,Mahan Super Thermal Power Project,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project,,,,,,,,6.9,0.01,2.7,1.5,0.4,0.1,356
M0644,,India,Tubed Coal Mine,,,,https://www.gem.wiki/Tubed_coal_mine,,Operating,,New,,Damodar Valley Corporation [100%],E100000120315 [100%],,Damodar Valley Corp [100.0%],E100000120315 [100.0%],India,4.5,*,,,Surface,,4.6,230,Exact,1181,Estimate,Lignite,Thermal,,,,,-,,189,-,2023,,30,,Auranga,Tubed,Latehar,Jharkhand,Southern Asia,Asia,23.82119,84.57721,Approximate,,,,,,,,,,,18.9,0.01,2.8,1.5,1,0.4,356
M0645,,India,Ukni Deep Coal Mine,,,,https://www.gem.wiki/Ukni_Deep_OC_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.7,1.838,2023,,Surface,Open Pit,12.85,114,Exact,525,Estimate,Subbituminous,Thermal,,,,,24,2018,64,13,1992,,9,2024,Wardha Valley,Wani North area,Yavatmal,Maharashtra,Southern Asia,Asia,20.02068,79.06783,Exact,Coal Plant,Dhopave Thermal Power Station (Mahagenco),https://www.gem.wiki/Dhopave_Thermal_Power_Station_(Mahagenco),,,,,,,,4.4,0.00,1.6,1.5,0.2,0.1,356
M0647,,India,Umrer Coal Mine,UMRER EXPN,,,https://www.gem.wiki/Umrer_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,3.3,3.09,2023,,Surface,Open Pit,9.45,50,Estimate,558,Estimate,Subbituminous,Thermal,,,,,12,,-,4,,,-,,Nagpur,Umrer,Nagpur,Maharashtra,Southern Asia,Asia,20.84583,79.27167,Exact,,,,,,,,,,,3.7,0.00,0.8,1.5,0.2,0.1,356
M0648,,India,Urma Paharitola Coal Mine,,,,https://www.gem.wiki/Urma_Paharitola_coal_mine,,Proposed,Pre-Permit,New,,Aurobindo Reality and Infrastructure [100%],E100002009263 [100%],,natural person(s); RPR Sons Advisors Pvt Ltd; Aegle Cherry LLC [17.7%],E100000123261; E100002009264; E100002009265 [17.7%],India,6,*,,,Surface,,10,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,TBD,,-,,Pachwara Basin,,,Jharkhand,Southern Asia,Asia,24.49994,87.50003,Approximate,,,,,,,,,,,7.2,0.01,0.8,1.5,0.4,0.1,356
M0649,,India,West Bokaro Coal Mine,,,,https://www.gem.wiki/West_Bokaro_coal_mine_(Tata),,Operating,,,,Coal India; Tata Steel,E100001000396; E100001010018,,Coal India Ltd; Tata Steel Ltd,E100001000396; E100001010018,India,,6.5,2023,,Surface,Open Pit,17.4,50,Estimate,996,Estimate,Bituminous,Met,,,,,-,,-,-,,,-,,,,Ramgarh,Jharkhand,Southern Asia,Asia,23.79275,85.55423,Exact,,,,,,,,,,,29.3,0.02,3,1.5,1.6,0.6,356
M1256,,India,Mandakini–B Coal Mine,,,,https://www.gem.wiki/Mandakini_B_coal_mine,,Shelved,Exploration,New,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd [100.0%],E100000001926 [100.0%],India,9,*,,,Surface,Open Pit,20.73,50,Estimate,,,Subbituminous,Thermal,,,,,656,,691,,TBD,,-,,Talcher,,Angul,Odisha,Southern Asia,Asia,21.071,84.935,Exact,,,,,,,,,,,10.8,0.01,0.8,1.5,0.6,0.2,356
M1257,,India,Saharpur-Jamarpani Coal Mine,,,,https://www.gem.wiki/Saharpur-Jamarpani_Coal_Mine,,Proposed,Exploration,New,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [100%],E100001000485 [100%],,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [100.0%],E100001000485 [100.0%],India,4,*,,,Surface,Open Pit,15.09,50,Estimate,,,Subbituminous,Thermal,,,,,524,,-,,2028,,-,,Rajmahal,Shikaripara,Dumka,Jharkhand,Southern Asia,Asia,24.225,87.6,Approximate,,,,,,,,,,,4.8,0.00,0.8,1.5,0.3,0.1,356
M1361,,India,Barsingsar Coal Mine,,,,https://www.gem.wiki/Barsingsar_coal_mine,,Operating,,,,NLC India Ltd [100%],E100001000440 [100%],,NLC India Ltd [100.0%],E100001000440 [100.0%],India,1.75,2.1,2023,,Surface,Open Pit,9.71,50,Estimate,559,Estimate,Lignite,Thermal,,,,,40,,-,19,,,-,,,Bithnok,Bikaner,Tamil Nadu,Southern Asia,Asia,27.82949,73.22046,Exact,,,,,,,,,,,2.5,0.00,0.8,1.5,0.1,0.1,356
M1365,,India,Govindpur Coal Mine,"Kathara Mines, Govindpur Phase II",,,https://www.gem.wiki/Govindpur_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.94,2023,,Surface,Open Pit,2.3,50,Estimate,358,Estimate,Subbituminous,Thermal,,,,,20,2014,-,21,2011,,-,,East Bokaro,,Bokaro,Jharkhand,Southern Asia,Asia,23.8032,85.86655,Exact,,,,,,,,,,,1.1,0.00,0.8,1.5,0.1,0,356
M1367,,India,Topa Coal Mine,Kuju Area,,,https://www.gem.wiki/Topa_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.35,0.82,2022,,Surface,Open Pit,2.76,50,Estimate,315,Estimate,Subbituminous,Thermal,,,,,10.2,2020,-,12,,,-,,,,,Jharkhand,Southern Asia,Asia,23.73912,85.48635,Exact,,,,,,,,,,,1,0.00,0.8,1.5,0.1,0,356
M1545,,India,Kedla Coal Mine,Hazaribagh Area,,,https://www.gem.wiki/Kedla_coal_mines,,Mothballed,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.03,,,Surface,Open Pit,-,50,Estimate,,,Lignite,Thermal,,,,,42,,-,1400,,,-,,West Bokaro,,Hazaribagh,Jharkhand,Southern Asia,Asia,23.77594,85.91191,Exact,,,,,,,,,,,0,0.00,0.8,1.5,0,0,356
M1637,,India,Amaglmated Block IV-Kooridih-Govindpur Coal Mine,Cluster III,,,https://www.gem.wiki/Amaglmated_Block_IV-Kooridih-Govindpur_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,0.23,2023,,Surface,Open Pit,1.49,60,Estimate,349,Estimate,Bituminous,Thermal & Met,50%,50%,Estimated,,13,2013,-,57,,,-,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.80045,86.27694,Exact,,,,,,,,,,,1.2,0.00,3.5,1.5,0.1,0,356
M1639,,India,Amera Coal Mine,,,,https://www.gem.wiki/Amera_OC_coal_mine,,Proposed,Construction,New,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,*,,,Surface,Open Pit,6.68,50,Estimate,,,Subbituminous,Thermal,,,,,22,,-,-,2025,,-,,Lakhanpur,Amera,Surguja,Chhattisgarh,Southern Asia,Asia,23.0659,83.04954,Exact,,,,,,,,,,,1.1,0.00,0.8,1.5,0.1,0,356
M1640,,India,Amgaon Coal Mine,Amagaon,,,https://www.gem.wiki/Amgaon_OC_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.74,2022,,Surface,Open Pit,8.01,50,Estimate,311,Estimate,Subbituminous,Thermal,,,,,24,,25,32,,,-,,Lakhanpur,Amgaon,Sarguja,Chhattisgarh,Southern Asia,Asia,21.88432,82.79865,Exact,,,,,,,,,,,0.9,0.00,0.8,1.5,0,0,356
M1641,,India,Amritnaga Coal Mine,"Cluster 9, Amritnagar",,,https://www.gem.wiki/Amritnaga_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.052,2023,,Underground,,2.79,300,Estimate,439,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,50,2023,Raniganj,Asansol,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.65007,87.07151,Approximate,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M1642,,India,Ara Coal Mine,Kuju Area Ara OCP,,,https://www.gem.wiki/Ara_Coal_Mine,,Mothballed,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,,,-,,Nirsha,,Dhanbad,Jharkhand,Southern Asia,Asia,23.80089,86.69688,Approximate,,,,,,,,,,,0.7,0.00,0.8,1.5,0,0,356
M1643,,India,Ardhagram Coal Mine,,,,https://www.gem.wiki/Ardhagram_coal_mine,,Operating,,,,OCL Iron & Steel [100%],E100000131996 [100%],,small shareholder(s) [64.6%]; Garima Buildprop Pvt Ltd [35.4%],E100001015587 [64.6%]; E100002010644 [35.4%],India,0.4,0.4,2022,,Surface,Open Pit,8,60,Estimate,397,Estimate,Bituminous,Met,,,,,19,,72,48,,,-,,Raniganj,Ardhagram,Bankura,West Bengal,Southern Asia,Asia,23.58745,87.08585,Exact,Steel Plant,,,,,,,,,,2.1,0.00,3.5,1.5,0.1,0,356
M1644,,India,Badjna Coal Mine,Cluster 1,,,https://www.gem.wiki/Badjna_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.45,0.106,2023,,Underground & Surface,,6.76,60,Estimate,509,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.80031,86.69567,Exact,,,,,,,,,,,0.1,0.00,0.9,1.5,0,0,356
M1645,,India,Bagdeva Coal Mine,,,,https://www.gem.wiki/Bagdeva_UG_coal_mine,,Mothballed,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.34,2022,,Underground,Bord and Pillar,5.02,300,Estimate,944,Exact,Subbituminous,Thermal,,,,,11,,-,32,,,-,,Korba,Bagdeva,Korba,Chhattisgarh,Southern Asia,Asia,22.45546,82.51765,Exact,,,,,,,,,,,1.8,0.00,3.3,1.6,0.1,0,356
M1646,,India,Bahula Coal Mine,Cluster 11,,,https://www.gem.wiki/Bahula_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.31,0.076,2023,,Underground,,-,300,Estimate,443,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,Asansol,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.65432,87.1881,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M1647,,India,Balgi Coal Mine,,,,https://www.gem.wiki/Balgi_UG_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.36,0.08,2023,,Underground,,10.65,260,Exact,254,Estimate,Subbituminous,Thermal,,,,,3,2023,,38,1984,,-,,Korba,Balgi,Korba,Chhattisgarh,Southern Asia,Asia,22.35361,82.61666,Exact,,,,,,,,,,,0.4,0.00,3,1.6,0,0,356
M1648,,India,Balrampur Coal Mine,Incline Extn. Block,,,https://www.gem.wiki/Balrampur_UG_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.1,2022,,Underground,Bord and Pillar,5.5,300,Estimate,267,Estimate,Subbituminous,Thermal,,,,,7,,12,70,,,-,,Bisrampur,Balrampur,Surajpur,Chhattisgarh,Southern Asia,Asia,23.2297,83.01022,Exact,,,,,,,,,,,0.5,0.00,3.3,1.6,0,0,356
M1649,,India,Bangwar Coal Mine,,,,https://www.gem.wiki/Bangwar_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.65,2022,,Underground,,4.87,300,Estimate,598,Estimate,Subbituminous,Thermal,,,,,17,2021,-,26,,,-,,Sohagpur,Bangwar,Shahdol,Madhya Pradesh,Southern Asia,Asia,23.15165,81.53877,Exact,,,,,,,,,,,3.4,0.00,3.3,1.6,0.2,0.1,356
M1650,,India,Bankola Coal Mine,Cluster 12,,,https://www.gem.wiki/Bankola_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.3,0.237,2023,,Underground,,8.3,300,Estimate,609,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6592,87.23664,Exact,,,,,,,,,,,1.3,0.00,3.3,1.6,0.1,0,356
M1651,,India,Bansdeopur Coal Mine,Cluster 5,,,https://www.gem.wiki/Bansdeopur_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.1402,2023,,Surface,Open Pit,1.05,125,Exact,473,Exact,Subbituminous,Thermal,,,,,35,2022,-,250,,,30,2020,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.79911,86.32507,Approximate,,,,,,,,,,,0.4,0.00,1.7,1.5,0,0,356
M1652,,India,Bansra Coal Mine,"Cluster 10, Bansra UG & OC",,,https://www.gem.wiki/Bansra_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.153,2023,,Underground & Surface,,-,300,Estimate,523,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,50,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.64232,87.13926,Exact,,,,,,,,,,,0.8,0.00,3.3,1.5,0,0,356
M1653,,India,Barjore Coal Mine,Bajora,,,https://www.gem.wiki/Barjora_coal_mine,,Mothballed,,,,West Bengal Power Development Corporation [100%],E100001000512 [100%],,The West Bengal Power Development Corporation Ltd [100.0%],E100001000512 [100.0%],India,0.5,0.4,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,1,,-,3,2018,,-,,,,Birbhum,West Bengal,Southern Asia,Asia,23.42423,87.28514,Exact,,,,,,,,,,,0.5,0.00,0.8,1.5,0,0,356
M1654,,India,Barmuri Coal Mine,Cluster 2,,,https://www.gem.wiki/Barmuri_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.5,0.503,2023,,Surface,Open Pit,0.59,50,Estimate,380,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,6,2022,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.7828,86.71873,Approximate,,,,,,,,,,,0.6,0.00,0.8,1.5,0,0,356
M1655,,India,Bartarai Coal Mine,Amadand and Kewai Bartarai Underground Coal Mine Project,,,https://www.gem.wiki/Bartarai_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.47,0.16,2022,,Underground,,-,300,Estimate,505,Estimate,Subbituminous,Thermal,,,,,10,,12,63,,,-,,Sohagpur,Bartarai,Anuppur,Madhya Pradesh,Southern Asia,Asia,23.137,82.06563,Exact,,,,,,,,,,,0.8,0.00,3.3,1.6,0,0,356
M1656,,India,Basantimata Coal Mine,Cluster 16,,,https://www.gem.wiki/Basantimata_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,0.55,2023,,Underground,,4.17,300,Estimate,675,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,24,2013,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.73078,86.75607,Exact,,,,,,,,,,,2.9,0.00,3.3,1.6,0.2,0.1,356
M1657,,India,Bastacola Coal Mine,"Cluster 8, Bastacolla Colliery",,,https://www.gem.wiki/Cluster_No._8_(BCCL),,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.75,2.13,2023,,Underground & Surface,Mixed,2.39,60,Estimate,778,Estimate,Subbituminous,Thermal,,,,,72,,-,34,,,10,2024,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.76976,86.41471,Exact,,,,,,,,,,,2.9,0.00,0.9,1.5,0.2,0.1,356
M1659,,India,Behraband Coal Mine,"Beheraband North Extension, Batura West Extension.",,,https://www.gem.wiki/Behraband_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.56,2022,,Underground,,7.7,300,Estimate,619,Estimate,Subbituminous,Thermal,,,,,51,2022,152,91,1993,,-,,Sohagpur,Behraband,Anuppur,Madhya Pradesh,Southern Asia,Asia,23.28223,82.09392,Exact,,,,,,,,,,,3,0.00,3.3,1.6,0.2,0.1,356
M1661,,India,Bellora-Naigaon Coal Mine,Bellora-Naigaon Deep Cast,,,https://www.gem.wiki/Bellora-Naigaon_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,1.25,2023,,Surface,Open Pit,6.26,141,Exact,543,Estimate,Subbituminous,Thermal,,,,,-,,-,-,1993,,-,,Wardha Valley,Wani area,Yavatmal,Maharashtra,Southern Asia,Asia,19.97676,79.0885,Exact,,,,,,,,,,,3.6,0.00,1.9,1.5,0.2,0.1,356
M1662,,India,Bhadra Coal Mine,Bhadra Colliery & Extension,,,https://www.gem.wiki/Bhadra_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.18,0.13,2022,,Underground,,1.3,300,Estimate,305,Estimate,Subbituminous,Thermal,,,,,7,2022,-,54,1993,,-,,Sohagpur,Bhadra,Anuppur,Madhya Pradesh,Southern Asia,Asia,23.18908,81.9324,Exact,,,,,,,,,,,0.7,0.00,3.3,1.6,0,0,356
M1663,,India,Bhatgaon Coal Mine,,,,https://www.gem.wiki/Bhatgaon_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.5,0.2,2023,,Underground & Surface,Mixed,33.2,60,Estimate,573,Estimate,Subbituminous,Thermal,,,,,58,,80,290,,,-,,Bisrampur,,Surguja,Chhattisgarh,Southern Asia,Asia,23.37063,82.99223,Exact,,,,,,,,,,,0.3,0.00,0.9,1.5,0,0,356
M1664,,India,Bhurkunda Coal Mine,"Barka Sayal Area, Bhurkunda Colliery",,,https://www.gem.wiki/Bhurkunda_coal_mines,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.75,0.41,2022,,Underground & Surface,Mixed,9.1,60,Estimate,1092,Exact,Subbituminous,Thermal,,,,,18,2022,258,44,,,20,2022,South Karanpura,,Ramgarh,Jharkhand,Southern Asia,Asia,23.65709,85.36523,Exact,,,,,,,,,,,0.6,0.00,0.9,1.5,0,0,356
M1666,,India,Bijuri Coal Mine,"Bijuri Extn Block, Bijuri Colly. Area",,,https://www.gem.wiki/Bijuri_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.48,0.14,2022,,Underground,,2.16,300,Estimate,282,Estimate,Subbituminous,Thermal,,,,,2,2022,14,14,,,-,,Sohagpur,Bijuri,Anuppur,Madhya Pradesh,Southern Asia,Asia,23.25911,82.12278,Exact,,,,,,,,,,,0.7,0.00,3.3,1.6,0,0,356
M1669,,India,Chasnala Coal Mine,Chasnalla Colliery,,,https://www.gem.wiki/Chasnala_coal_mine,,Operating,,,,Steel Authority of India Ltd [100%],E100001000703 [100%],,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],India,1.2,0.47,2023,,Underground & Surface,,2.31,60,Estimate,514,Estimate,Bituminous,Met,,,,,15,2014,-,32,,,-,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.65888,86.44976,Exact,,,,,,,,,,,2.6,0.00,3.5,1.6,0.1,0.1,356
M1670,,India,Chhinda Coal Mine,,,,https://www.gem.wiki/Chhinda_coal_mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.13,2024,,Surface,,1.07,50,Estimate,294,Estimate,Subbituminous,Thermal,,,,,5,2010,-,38,2006,,-,,,Parasia,Chindwara,Madhya Pradesh,Southern Asia,Asia,22.21383,78.84395,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M1672,,India,Churcha RO Coal Mine,,,,https://www.gem.wiki/Churcha_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,1.07,2023,,Underground,,3.59,300,Estimate,893,Estimate,Subbituminous,Thermal,,,,,33,,-,31,1995,,-,,Chirimiri,Churcha,Korea,Chhattisgarh,Southern Asia,Asia,23.33595,82.51961,Exact,,,,,,,,,,,5.6,0.00,3.3,1.6,0.3,0.1,356
M1673,,India,Damini Coal Mine,,,,https://www.gem.wiki/Damini_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.48,0.35,2023,,Underground,,3.35,300,Estimate,309,Estimate,Subbituminous,Thermal,,,,,7,2022,,20,2008,,-,,Sohagpur,Kandoha,Shahdol,Madhya Pradesh,Southern Asia,Asia,23.14174,81.4705,Exact,,,,,,,,,,,1.8,0.00,3.3,1.6,0.1,0,356
